Region,Product,Units_Sold,Revenue,Month,Year,Category_x,Category_y,Cost_Per_Unit
West,VetCare Plus,362,197813.19753989577,Jun,2023,Vaccine,Medicine,444
South,HealthyPaws,101,46347.89211964442,Aug,2024,Medicine,Supplement,386
East,FurryVax,201,47462.64470107942,Jun,2023,Medicine,Vaccine,183
North,FurryVax,318,82026.19199870192,Jul,2023,Antibiotic,Vaccine,183
South,HealthyPaws,542,284716.480166284,Aug,2023,Antibiotic,Supplement,386
South,FurWell,298,129321.7856719146,May,2023,Antibiotic,Medicine,353
Central,PetGuard,165,46214.35999272276,Jul,2024,Supplement,Supplement,226
East,PawShield,658,343328.74460615386,May,2023,Vaccine,Medicine,349
Central,CanineCare,688,487371.1547281948,Aug,2023,Medicine,Antibiotic,482
South,FurWell,751,303529.33423894143,Mar,2024,Medicine,Medicine,353
North,FurWell,685,299187.39368330885,May,2023,Medicine,Medicine,353
North,MediPet,510,188335.03927347323,Jan,2024,Supplement,Supplement,312
Central,FurWell,258,125502.56373462809,Aug,2024,Vaccine,Medicine,353
North,FurryVax,646,132882.23593629454,May,2023,Vaccine,Vaccine,183
South,MediPet,104,40737.1030950182,Jan,2024,Medicine,Supplement,312
East,PawShield,935,472166.115464024,Jan,2023,Supplement,Medicine,349
West,FurWell,439,224192.16882250248,Jun,2023,Antibiotic,Medicine,353
Central,PetGuard,240,60526.46814101503,Aug,2023,Medicine,Supplement,226
Central,MediPet,391,135087.7058066856,Jul,2024,Vaccine,Supplement,312
East,PawShield,690,343095.7678562479,Apr,2024,Supplement,Medicine,349
East,FurryVax,961,204121.2423178093,May,2023,Vaccine,Vaccine,183
West,HealthyPaws,139,64177.92752063364,Apr,2024,Antibiotic,Supplement,386
South,FurryVax,369,79864.3793944136,Aug,2024,Vaccine,Vaccine,183
South,FurWell,933,418940.39861656463,May,2023,Vaccine,Medicine,353
South,HealthyPaws,375,177613.90041417148,Feb,2023,Vaccine,Supplement,386
South,VetCare Plus,833,451714.7613286558,Jul,2024,Antibiotic,Medicine,444
East,HealthyPaws,847,383796.7556332329,Feb,2023,Vaccine,Supplement,386
Central,MediPet,670,287419.7892470738,Apr,2023,Vaccine,Supplement,312
East,PetGuard,754,235976.7629934939,Mar,2024,Antibiotic,Supplement,226
East,HealthyPaws,922,411057.0711118408,Aug,2024,Antibiotic,Supplement,386
South,FurWell,83,43364.84097876482,Jan,2024,Supplement,Medicine,353
South,FurWell,825,428345.7524876513,Feb,2023,Vaccine,Medicine,353
West,CanineCare,754,461925.0827468989,Aug,2024,Vaccine,Antibiotic,482
North,FurryVax,787,188416.86110685425,Jul,2024,Medicine,Vaccine,183
West,CanineCare,896,645014.7631036621,Apr,2023,Antibiotic,Antibiotic,482
North,FurryVax,578,134948.74861770353,Apr,2023,Supplement,Vaccine,183
East,MediPet,522,219093.4005019109,Jul,2023,Supplement,Supplement,312
North,HealthyPaws,524,237034.91232360984,Feb,2024,Medicine,Supplement,386
Central,HealthyPaws,452,193657.78645735176,Jun,2024,Antibiotic,Supplement,386
West,FurWell,953,413658.569084072,Feb,2024,Supplement,Medicine,353
South,PetGuard,143,36652.57475604036,Aug,2023,Supplement,Supplement,226
West,HealthyPaws,437,247102.44929491,Jan,2024,Vaccine,Supplement,386
Central,HealthyPaws,216,105706.81723538932,Mar,2023,Medicine,Supplement,386
East,CanineCare,345,246803.21992988052,Feb,2023,Vaccine,Antibiotic,482
North,MediPet,62,25483.794572554238,Aug,2024,Antibiotic,Supplement,312
North,CanineCare,293,178518.21470958082,Aug,2023,Antibiotic,Antibiotic,482
North,VetCare Plus,300,156368.27452703632,Apr,2024,Medicine,Medicine,444
North,PawShield,87,37420.71038357211,Jan,2023,Supplement,Medicine,349
North,VetCare Plus,161,97849.88678530652,Mar,2024,Vaccine,Medicine,444
Central,HealthyPaws,516,280321.2570905575,Jan,2024,Medicine,Supplement,386
East,PawShield,969,486075.6176046516,Feb,2024,Antibiotic,Medicine,349
North,MediPet,532,204439.7392556975,Feb,2023,Supplement,Supplement,312
West,FurWell,762,357360.4976698719,Jan,2023,Medicine,Medicine,353
Central,PetGuard,545,148279.93081555498,Jul,2024,Supplement,Supplement,226
Central,PawShield,999,452200.9681173657,Aug,2023,Antibiotic,Medicine,349
South,FurWell,775,313867.9067267096,Apr,2024,Medicine,Medicine,353
West,PetGuard,805,203433.55762370475,Jul,2023,Antibiotic,Supplement,226
East,FurWell,61,30492.41190511499,May,2023,Supplement,Medicine,353
East,MediPet,568,243554.03004834373,Jan,2024,Medicine,Supplement,312
East,FurryVax,791,178365.5053959838,Mar,2023,Vaccine,Vaccine,183
East,CanineCare,988,615555.9488153143,Jan,2024,Vaccine,Antibiotic,482
West,PawShield,523,242026.6141733185,Jan,2024,Supplement,Medicine,349
East,VetCare Plus,263,173738.67335371565,Jun,2024,Medicine,Medicine,444
East,VetCare Plus,397,207106.36229359292,Mar,2024,Antibiotic,Medicine,444
North,MediPet,772,304824.9118374183,Jan,2024,Supplement,Supplement,312
West,FurWell,430,198850.9970817533,May,2024,Vaccine,Medicine,353
South,PetGuard,433,125014.53807661423,Apr,2023,Medicine,Supplement,226
North,CanineCare,976,691278.5167968293,Apr,2023,Supplement,Antibiotic,482
Central,MediPet,844,376257.6366632584,Mar,2024,Medicine,Supplement,312
Central,HealthyPaws,260,139045.86516032324,Aug,2023,Antibiotic,Supplement,386
Central,PetGuard,54,15051.387260191896,Jan,2024,Medicine,Supplement,226
North,PetGuard,583,178603.2842254162,Jan,2024,Supplement,Supplement,226
South,PawShield,255,116842.45413362306,May,2023,Supplement,Medicine,349
West,PetGuard,329,85193.63525121927,Mar,2023,Supplement,Supplement,226
Central,PetGuard,261,68224.54844123776,Jun,2024,Supplement,Supplement,226
East,FurWell,225,104541.63453157758,May,2023,Supplement,Medicine,353
North,HealthyPaws,79,38222.39496081047,Jan,2024,Medicine,Supplement,386
North,FurryVax,451,101100.96570457926,Aug,2023,Supplement,Vaccine,183
South,PetGuard,994,320149.2416108704,Mar,2024,Medicine,Supplement,226
West,PetGuard,516,139085.30096781143,Aug,2024,Antibiotic,Supplement,226
South,HealthyPaws,931,421658.94397962606,Jun,2024,Antibiotic,Supplement,386
East,PawShield,514,231431.93194732175,Jan,2024,Medicine,Medicine,349
East,CanineCare,522,337596.23199574754,May,2023,Supplement,Antibiotic,482
South,PetGuard,465,148909.62697455165,Jun,2023,Medicine,Supplement,226
Central,CanineCare,460,292488.50244444003,Apr,2024,Vaccine,Antibiotic,482
West,FurryVax,117,30269.27862134032,Apr,2024,Antibiotic,Vaccine,183
West,PawShield,607,295679.19316108484,Mar,2023,Medicine,Medicine,349
Central,CanineCare,167,115010.5694291867,Jun,2024,Medicine,Antibiotic,482
South,MediPet,465,178588.15515360935,Feb,2023,Antibiotic,Supplement,312
North,PetGuard,272,83869.48041511963,Jan,2023,Vaccine,Supplement,226
West,MediPet,449,192285.7295181893,Apr,2024,Vaccine,Supplement,312
East,MediPet,633,295476.86681190104,Jul,2024,Supplement,Supplement,312
Central,VetCare Plus,676,337651.26187187445,Mar,2024,Supplement,Medicine,444
Central,VetCare Plus,50,32107.2351750502,Feb,2024,Supplement,Medicine,444
South,FurryVax,769,177655.6029482499,Jun,2024,Antibiotic,Vaccine,183
West,FurWell,728,302030.9143026306,Aug,2023,Vaccine,Medicine,353
West,PawShield,910,476061.8258798782,Mar,2024,Supplement,Medicine,349
South,HealthyPaws,61,32694.461426078047,Jan,2023,Vaccine,Supplement,386
West,FurryVax,189,49945.74143248696,Mar,2023,Antibiotic,Vaccine,183
Central,FurryVax,688,166296.52281003675,Aug,2023,Antibiotic,Vaccine,183
West,FurryVax,413,101414.11688608094,Mar,2023,Antibiotic,Vaccine,183
Central,CanineCare,917,650007.771297217,May,2023,Antibiotic,Antibiotic,482
Central,PawShield,84,33574.610663852574,Aug,2023,Supplement,Medicine,349
West,PetGuard,195,57702.73357328348,Aug,2024,Medicine,Supplement,226
Central,PetGuard,301,91509.63950688846,Feb,2024,Supplement,Supplement,226
East,VetCare Plus,530,298481.4041337009,Aug,2024,Supplement,Medicine,444
East,MediPet,221,77541.15104198307,May,2023,Supplement,Supplement,312
West,HealthyPaws,636,298210.4383543691,May,2023,Medicine,Supplement,386
North,HealthyPaws,567,252351.2794821284,May,2023,Supplement,Supplement,386
East,MediPet,928,388420.8293262392,Jan,2024,Medicine,Supplement,312
Central,HealthyPaws,724,336614.6772903452,Jun,2024,Vaccine,Supplement,386
South,CanineCare,235,168425.49597138795,Jun,2023,Medicine,Antibiotic,482
Central,HealthyPaws,907,418434.5497308163,Jul,2024,Antibiotic,Supplement,386
West,HealthyPaws,265,143430.38053914855,Jan,2024,Supplement,Supplement,386
North,VetCare Plus,221,119764.93930383072,Jul,2024,Antibiotic,Medicine,444
Central,FurWell,438,179052.2783853465,Aug,2024,Supplement,Medicine,353
West,VetCare Plus,345,227427.1255518324,Jul,2024,Supplement,Medicine,444
North,PetGuard,989,275813.3619691303,Jul,2024,Supplement,Supplement,226
East,PetGuard,311,97959.38222060932,Aug,2024,Vaccine,Supplement,226
Central,FurWell,582,270992.5236229992,Mar,2024,Supplement,Medicine,353
North,PetGuard,62,19255.287890364358,Feb,2024,Medicine,Supplement,226
East,FurWell,792,311340.50392027525,May,2024,Vaccine,Medicine,353
Central,PetGuard,108,27692.20744721892,Feb,2023,Medicine,Supplement,226
Central,HealthyPaws,434,201252.32652849943,Feb,2023,Vaccine,Supplement,386
West,PetGuard,704,219068.48329311967,May,2024,Antibiotic,Supplement,226
East,MediPet,215,84059.26283355548,May,2023,Medicine,Supplement,312
East,VetCare Plus,314,157227.7034696397,Mar,2024,Antibiotic,Medicine,444
South,FurryVax,232,55882.83153954816,Feb,2024,Vaccine,Vaccine,183
West,FurWell,678,273155.44744378154,Aug,2023,Supplement,Medicine,353
North,PetGuard,635,209324.39740152692,Aug,2024,Medicine,Supplement,226
South,VetCare Plus,88,53920.222699425074,May,2024,Vaccine,Medicine,444
West,VetCare Plus,577,323197.8400135018,Aug,2024,Antibiotic,Medicine,444
North,FurWell,53,24824.92634161712,Aug,2024,Medicine,Medicine,353
East,PawShield,748,353179.6030455499,Jul,2024,Medicine,Medicine,349
North,PawShield,597,292565.3723043569,Feb,2024,Antibiotic,Medicine,349
East,FurWell,230,99015.11332988346,Jul,2023,Vaccine,Medicine,353
West,PetGuard,695,228393.23490939295,Aug,2024,Medicine,Supplement,226
West,FurWell,193,94555.94027925616,Apr,2023,Medicine,Medicine,353
Central,FurWell,550,252370.4712066485,Feb,2024,Supplement,Medicine,353
West,VetCare Plus,87,54662.92365234867,Jan,2024,Supplement,Medicine,444
North,FurryVax,171,43698.189828185634,Aug,2023,Vaccine,Vaccine,183
South,PetGuard,87,25334.248191705203,Aug,2023,Medicine,Supplement,226
Central,VetCare Plus,298,179026.6809604467,Jan,2023,Vaccine,Medicine,444
East,PetGuard,517,133862.59296007527,Feb,2023,Medicine,Supplement,226
Central,FurWell,114,57329.09171151557,Jul,2023,Supplement,Medicine,353
West,PawShield,173,84871.41474147553,Jun,2023,Vaccine,Medicine,349
Central,HealthyPaws,393,175437.9361934985,Feb,2023,Supplement,Supplement,386
West,HealthyPaws,763,352672.88923953206,Mar,2024,Antibiotic,Supplement,386
Central,VetCare Plus,186,91358.7259458158,Jul,2023,Vaccine,Medicine,444
West,PetGuard,56,17499.406896187727,Mar,2023,Medicine,Supplement,226
Central,MediPet,476,171863.3057793075,Mar,2024,Vaccine,Supplement,312
East,CanineCare,471,303870.9421346368,Mar,2023,Medicine,Antibiotic,482
West,PetGuard,692,172317.08715845778,Jun,2024,Antibiotic,Supplement,226
South,FurWell,170,77154.04103373761,Jun,2023,Vaccine,Medicine,353
South,MediPet,104,44586.71573730418,Feb,2023,Vaccine,Supplement,312
West,CanineCare,230,150541.70893804563,Jan,2023,Medicine,Antibiotic,482
East,FurWell,495,195236.13213257797,Jun,2024,Antibiotic,Medicine,353
North,HealthyPaws,211,91899.08908573572,Aug,2023,Medicine,Supplement,386
South,CanineCare,656,442300.34190807154,Jul,2024,Vaccine,Antibiotic,482
East,FurWell,847,340618.2173717715,Jun,2023,Vaccine,Medicine,353
West,FurWell,434,204377.1216190524,Feb,2023,Antibiotic,Medicine,353
North,FurryVax,198,45471.21049244064,Aug,2023,Vaccine,Vaccine,183
South,CanineCare,787,447949.58641560975,Jun,2023,Supplement,Antibiotic,482
South,VetCare Plus,758,385164.81888754654,May,2023,Vaccine,Medicine,444
West,CanineCare,478,335125.6326013924,Jun,2023,Vaccine,Antibiotic,482
Central,HealthyPaws,858,418846.3288013799,Apr,2023,Medicine,Supplement,386
Central,CanineCare,932,544310.5034604892,Aug,2023,Antibiotic,Antibiotic,482
West,FurWell,303,155810.28259314387,Jul,2024,Vaccine,Medicine,353
Central,HealthyPaws,985,424323.2842607859,Jul,2023,Medicine,Supplement,386
West,VetCare Plus,485,275845.48969273176,Aug,2024,Medicine,Medicine,444
South,PetGuard,621,161830.83944121245,Jul,2023,Vaccine,Supplement,226
East,FurWell,713,344213.46129275265,Jan,2023,Antibiotic,Medicine,353
South,CanineCare,928,630121.0846606907,Aug,2023,Antibiotic,Antibiotic,482
West,HealthyPaws,858,478286.1637672302,Aug,2024,Medicine,Supplement,386
North,FurryVax,964,224106.90730520032,Jan,2024,Supplement,Vaccine,183
East,FurWell,856,394599.5571484033,Jun,2023,Medicine,Medicine,353
East,VetCare Plus,163,97532.370428807,Jun,2024,Antibiotic,Medicine,444
East,PawShield,229,119282.1443607894,Apr,2023,Vaccine,Medicine,349
South,PetGuard,714,198184.9293122976,Apr,2024,Vaccine,Supplement,226
East,FurryVax,333,75448.0050669624,Feb,2023,Supplement,Vaccine,183
West,PetGuard,531,170403.90539463406,Aug,2024,Supplement,Supplement,226
North,FurWell,963,427056.1877305443,Feb,2024,Medicine,Medicine,353
South,MediPet,128,45719.12546138368,Mar,2023,Supplement,Supplement,312
South,CanineCare,204,124543.68663363556,Jan,2023,Supplement,Antibiotic,482
Central,HealthyPaws,535,288098.7343854719,Jul,2024,Antibiotic,Supplement,386
North,MediPet,243,108718.55242845944,Jan,2023,Vaccine,Supplement,312
Central,PawShield,471,219831.0888915021,Jun,2024,Antibiotic,Medicine,349
Central,CanineCare,518,291795.05541214114,Mar,2024,Supplement,Antibiotic,482
East,FurWell,545,223038.7282626187,May,2024,Medicine,Medicine,353
East,CanineCare,220,157923.5094817731,May,2023,Vaccine,Antibiotic,482
South,HealthyPaws,293,150398.85911456915,Jan,2023,Supplement,Supplement,386
West,MediPet,428,182439.72920375885,Apr,2023,Medicine,Supplement,312
East,HealthyPaws,431,191087.3236956743,Mar,2024,Supplement,Supplement,386
North,FurryVax,561,119337.6586385425,Aug,2023,Supplement,Vaccine,183
Central,PawShield,712,369710.93827933975,Aug,2024,Supplement,Medicine,349
Central,HealthyPaws,868,466606.6773495725,Jun,2024,Medicine,Supplement,386
North,HealthyPaws,744,362039.0749991848,May,2023,Medicine,Supplement,386
South,CanineCare,415,268692.3945874923,Jun,2023,Medicine,Antibiotic,482
South,FurWell,850,340087.4178382773,Apr,2024,Medicine,Medicine,353
West,PetGuard,574,159184.72577016908,Apr,2024,Antibiotic,Supplement,226
Central,VetCare Plus,980,603244.0626482583,Jul,2024,Vaccine,Medicine,444
West,PawShield,445,192262.6334818071,Jan,2024,Supplement,Medicine,349
East,CanineCare,945,636142.3765525463,Apr,2023,Antibiotic,Antibiotic,482
West,CanineCare,345,192202.48426064017,Jul,2023,Antibiotic,Antibiotic,482
Central,PetGuard,197,66576.10498194094,May,2023,Antibiotic,Supplement,226
Central,PawShield,117,51604.10250487436,Feb,2024,Medicine,Medicine,349
East,FurryVax,229,49215.68838551197,Mar,2024,Vaccine,Vaccine,183
West,MediPet,617,276018.79586183705,Jan,2024,Supplement,Supplement,312
East,CanineCare,622,424668.7140765832,Apr,2024,Medicine,Antibiotic,482
South,MediPet,357,141108.2359641886,Feb,2024,Supplement,Supplement,312
West,FurWell,79,41767.28523604521,May,2023,Antibiotic,Medicine,353
North,PawShield,645,304161.5201073063,Jul,2024,Supplement,Medicine,349
West,PetGuard,432,130110.43673758653,May,2023,Vaccine,Supplement,226
South,PawShield,522,204249.83595493,Jun,2023,Vaccine,Medicine,349
East,FurryVax,701,156077.51817700942,Jan,2024,Supplement,Vaccine,183
North,FurWell,834,387870.199568713,Feb,2023,Vaccine,Medicine,353
East,MediPet,327,145825.54834892345,Feb,2024,Supplement,Supplement,312
North,HealthyPaws,580,283162.93186554103,Jun,2024,Antibiotic,Supplement,386
South,PetGuard,273,87490.39820940675,Apr,2023,Vaccine,Supplement,226
Central,PetGuard,477,153891.44043926324,Feb,2024,Medicine,Supplement,226
North,CanineCare,406,279216.3751686922,Jun,2024,Vaccine,Antibiotic,482
Central,PawShield,226,93776.70115354724,Jan,2024,Medicine,Medicine,349
South,FurWell,364,191767.09222259556,Apr,2023,Vaccine,Medicine,353
West,PetGuard,129,32565.215556891017,Aug,2023,Antibiotic,Supplement,226
North,VetCare Plus,862,560088.640527591,Aug,2023,Medicine,Medicine,444
North,PetGuard,358,118776.11788535648,Feb,2023,Medicine,Supplement,226
South,FurWell,239,97715.78221615792,Jan,2024,Medicine,Medicine,353
East,PawShield,410,163071.41296405983,Apr,2023,Medicine,Medicine,349
Central,VetCare Plus,591,306674.01748829865,Apr,2023,Supplement,Medicine,444
Central,VetCare Plus,792,438359.1960168631,Apr,2023,Antibiotic,Medicine,444
Central,HealthyPaws,500,288056.44679148705,Mar,2023,Supplement,Supplement,386
West,FurWell,576,285587.14397375385,Jul,2023,Medicine,Medicine,353
East,PetGuard,527,167327.52790484324,Mar,2023,Antibiotic,Supplement,226
East,VetCare Plus,134,74602.77493172213,Aug,2024,Medicine,Medicine,444
West,MediPet,753,285737.5574649665,Apr,2024,Antibiotic,Supplement,312
West,FurWell,927,383422.7517360149,Aug,2023,Supplement,Medicine,353
West,PetGuard,455,119009.99454617043,Feb,2024,Medicine,Supplement,226
West,PetGuard,809,272437.8347972743,Feb,2023,Supplement,Supplement,226
East,FurWell,659,333876.4251586278,Feb,2024,Vaccine,Medicine,353
West,MediPet,833,335351.7390894017,Jul,2024,Supplement,Supplement,312
Central,FurryVax,546,114227.72311804588,Mar,2024,Antibiotic,Vaccine,183
East,CanineCare,559,307116.5753027407,Mar,2023,Medicine,Antibiotic,482
North,PetGuard,560,169822.45657408267,Mar,2023,Antibiotic,Supplement,226
East,HealthyPaws,360,196919.1829839897,Feb,2023,Antibiotic,Supplement,386
South,MediPet,727,298721.59317687835,Aug,2024,Supplement,Supplement,312
Central,VetCare Plus,832,463035.178203977,Jul,2023,Medicine,Medicine,444
East,FurryVax,503,107766.15220311465,Jan,2024,Medicine,Vaccine,183
East,HealthyPaws,553,295914.53624483454,Mar,2024,Supplement,Supplement,386
West,PetGuard,632,189238.4259601496,Aug,2024,Antibiotic,Supplement,226
South,VetCare Plus,450,269085.8189361163,Aug,2024,Antibiotic,Medicine,444
East,MediPet,378,135777.26673379145,Jan,2023,Medicine,Supplement,312
East,PawShield,878,348996.278713888,Jun,2023,Antibiotic,Medicine,349
East,PawShield,471,197097.9121429203,Jan,2024,Vaccine,Medicine,349
East,PetGuard,982,274094.38746402104,May,2023,Medicine,Supplement,226
North,PawShield,88,37058.5596815425,Jul,2024,Antibiotic,Medicine,349
West,VetCare Plus,374,220690.9908805964,Jul,2024,Supplement,Medicine,444
West,PetGuard,757,222596.0577524475,Jun,2023,Antibiotic,Supplement,226
East,HealthyPaws,679,309455.29021570703,Jun,2024,Antibiotic,Supplement,386
North,FurWell,344,181964.76850405865,Jan,2024,Supplement,Medicine,353
West,FurWell,689,294133.4994515335,Feb,2023,Supplement,Medicine,353
Central,CanineCare,487,319382.5369572268,Jun,2023,Medicine,Antibiotic,482
East,MediPet,493,193949.72952306436,Apr,2024,Antibiotic,Supplement,312
Central,CanineCare,737,472723.1404565754,Jan,2023,Vaccine,Antibiotic,482
South,CanineCare,324,194540.01861329563,Jan,2024,Vaccine,Antibiotic,482
South,FurWell,204,88391.94112368736,Jul,2024,Antibiotic,Medicine,353
North,FurWell,916,439241.4399856824,May,2024,Supplement,Medicine,353
East,FurWell,465,193160.3214817718,Feb,2023,Vaccine,Medicine,353
South,MediPet,525,222566.3327948641,Jul,2024,Antibiotic,Supplement,312
North,FurWell,213,90479.34022574272,Mar,2024,Medicine,Medicine,353
East,HealthyPaws,709,307098.05442897615,Aug,2023,Medicine,Supplement,386
North,PawShield,666,339053.63689398905,Feb,2024,Antibiotic,Medicine,349
North,FurryVax,909,220973.58349867348,Apr,2023,Medicine,Vaccine,183
Central,PetGuard,584,157751.33426484707,Aug,2024,Medicine,Supplement,226
North,PawShield,387,160347.2466112155,Apr,2024,Antibiotic,Medicine,349
North,HealthyPaws,269,124779.64037857756,Aug,2024,Antibiotic,Supplement,386
Central,VetCare Plus,552,323099.0234790556,Feb,2024,Supplement,Medicine,444
West,FurWell,334,163443.8277023828,Jun,2023,Antibiotic,Medicine,353
East,VetCare Plus,710,378664.131281024,Jan,2023,Vaccine,Medicine,444
West,MediPet,704,316964.99152800115,Feb,2024,Vaccine,Supplement,312
West,VetCare Plus,981,494844.3174952517,May,2024,Supplement,Medicine,444
South,MediPet,265,120033.74080990744,Aug,2023,Supplement,Supplement,312
West,VetCare Plus,330,204362.6947732779,Aug,2023,Antibiotic,Medicine,444
East,FurryVax,947,225730.41103876088,Mar,2023,Supplement,Vaccine,183
East,FurryVax,666,171213.01732605606,Aug,2024,Medicine,Vaccine,183
South,CanineCare,860,489146.088348512,Jan,2023,Antibiotic,Antibiotic,482
East,PawShield,639,267577.83633434854,Feb,2023,Vaccine,Medicine,349
South,FurryVax,861,228372.1804999081,Aug,2024,Antibiotic,Vaccine,183
South,MediPet,227,80297.38851500838,May,2024,Vaccine,Supplement,312
East,HealthyPaws,452,258086.60453448188,Apr,2024,Medicine,Supplement,386
Central,FurWell,978,415907.97974247095,Aug,2023,Vaccine,Medicine,353
South,VetCare Plus,460,231939.94929834796,May,2024,Vaccine,Medicine,444
East,HealthyPaws,630,342724.20781994745,Jan,2023,Antibiotic,Supplement,386
West,CanineCare,171,121854.40994928048,Apr,2023,Vaccine,Antibiotic,482
East,MediPet,814,323180.2318726849,Jul,2024,Vaccine,Supplement,312
South,FurWell,893,369495.0257419725,Apr,2024,Antibiotic,Medicine,353
South,VetCare Plus,347,225390.89860232428,Apr,2024,Antibiotic,Medicine,444
East,CanineCare,137,95655.35937683353,Aug,2023,Vaccine,Antibiotic,482
West,FurWell,780,310920.0535684056,Jul,2024,Supplement,Medicine,353
Central,VetCare Plus,103,66919.20640269197,Apr,2024,Antibiotic,Medicine,444
Central,VetCare Plus,55,36410.45319836884,Jul,2024,Supplement,Medicine,444
East,HealthyPaws,963,434146.7740487985,Mar,2023,Supplement,Supplement,386
West,PawShield,948,405931.2368220969,Mar,2024,Medicine,Medicine,349
Central,FurryVax,195,39883.87069308271,Feb,2024,Supplement,Vaccine,183
South,CanineCare,942,550832.6517766344,Jun,2024,Antibiotic,Antibiotic,482
East,MediPet,579,221513.67892609228,Jul,2024,Vaccine,Supplement,312
West,HealthyPaws,619,277031.6255638121,Jan,2024,Vaccine,Supplement,386
South,HealthyPaws,86,45889.657274409954,May,2024,Vaccine,Supplement,386
West,PetGuard,966,271281.21827933466,Jan,2024,Antibiotic,Supplement,226
Central,CanineCare,518,286992.9978146547,Feb,2024,Vaccine,Antibiotic,482
North,FurWell,939,464045.4008255744,Mar,2024,Vaccine,Medicine,353
East,FurWell,647,335315.7361592905,Mar,2023,Antibiotic,Medicine,353
South,CanineCare,743,434662.00298132206,Jun,2023,Medicine,Antibiotic,482
North,FurryVax,432,87874.6810580508,Jun,2023,Vaccine,Vaccine,183
West,CanineCare,514,368626.2821013302,Jan,2024,Supplement,Antibiotic,482
Central,CanineCare,382,261570.82334598992,Apr,2023,Medicine,Antibiotic,482
East,PawShield,867,344043.0450050289,Feb,2023,Antibiotic,Medicine,349
East,HealthyPaws,295,164079.64801257945,Feb,2024,Medicine,Supplement,386
South,FurryVax,848,178188.59932039282,May,2024,Vaccine,Vaccine,183
West,FurryVax,803,200762.91680350748,Mar,2024,Supplement,Vaccine,183
East,FurWell,551,234841.31977366595,Jul,2024,Antibiotic,Medicine,353
Central,FurryVax,142,33096.87060094182,Jun,2024,Vaccine,Vaccine,183
West,PetGuard,91,27950.10398237449,Aug,2024,Vaccine,Supplement,226
South,CanineCare,589,361953.542845392,May,2023,Antibiotic,Antibiotic,482
West,MediPet,202,82513.34152058771,May,2023,Vaccine,Supplement,312
East,VetCare Plus,614,355562.316906423,Jan,2023,Medicine,Medicine,444
West,PetGuard,525,158306.05181053866,Jun,2024,Supplement,Supplement,226
Central,VetCare Plus,166,105924.730246766,Mar,2024,Vaccine,Medicine,444
North,PetGuard,476,150922.8569424864,Jun,2024,Antibiotic,Supplement,226
West,MediPet,399,140831.80690854843,Apr,2023,Vaccine,Supplement,312
Central,MediPet,942,323981.79085552884,Jul,2023,Medicine,Supplement,312
North,VetCare Plus,225,144606.4696186958,Aug,2024,Antibiotic,Medicine,444
Central,CanineCare,360,196954.57914622285,Jul,2024,Supplement,Antibiotic,482
South,VetCare Plus,245,157035.33146088413,Jan,2023,Vaccine,Medicine,444
South,CanineCare,714,494484.19578394,Apr,2023,Antibiotic,Antibiotic,482
Central,FurWell,138,62821.36176351137,Aug,2024,Vaccine,Medicine,353
North,PetGuard,220,64068.97718279329,Aug,2023,Antibiotic,Supplement,226
West,FurWell,256,111472.54474394198,Jul,2024,Medicine,Medicine,353
North,FurryVax,475,112567.75376138752,May,2024,Medicine,Vaccine,183
West,CanineCare,287,184061.87251774315,Jan,2023,Antibiotic,Antibiotic,482
Central,PetGuard,324,95038.56604670388,Aug,2024,Medicine,Supplement,226
East,CanineCare,764,447496.5576994928,Jan,2024,Vaccine,Antibiotic,482
South,CanineCare,402,258687.24092154825,Apr,2024,Vaccine,Antibiotic,482
East,CanineCare,184,127110.50607323908,Jul,2024,Antibiotic,Antibiotic,482
East,CanineCare,868,575802.1110883416,Apr,2023,Supplement,Antibiotic,482
North,CanineCare,182,117751.89036501796,Apr,2023,Vaccine,Antibiotic,482
North,FurryVax,555,134343.29633369614,Apr,2024,Vaccine,Vaccine,183
North,PawShield,952,388692.2564787754,Jun,2024,Vaccine,Medicine,349
Central,VetCare Plus,876,445569.469135825,Jun,2023,Antibiotic,Medicine,444
South,PetGuard,625,211516.9494318092,Aug,2023,Supplement,Supplement,226
East,VetCare Plus,838,514412.5961585064,Mar,2024,Medicine,Medicine,444
West,CanineCare,911,627671.7593377023,Feb,2023,Medicine,Antibiotic,482
North,PetGuard,221,58077.85904412309,Apr,2023,Supplement,Supplement,226
East,CanineCare,830,543616.4055809873,Feb,2024,Vaccine,Antibiotic,482
East,HealthyPaws,175,95089.30548384249,Aug,2023,Antibiotic,Supplement,386
North,FurWell,904,415486.7251402488,Jun,2024,Supplement,Medicine,353
North,MediPet,431,156074.18529597865,Jun,2024,Vaccine,Supplement,312
Central,FurryVax,856,198216.70345115068,Mar,2023,Antibiotic,Vaccine,183
West,CanineCare,922,514723.6991514044,Jan,2024,Antibiotic,Antibiotic,482
North,PetGuard,136,45882.02367838515,Jun,2024,Antibiotic,Supplement,226
South,FurryVax,112,29944.74726109542,Jan,2024,Vaccine,Vaccine,183
North,MediPet,479,218745.89301968107,May,2024,Supplement,Supplement,312
North,MediPet,971,411273.0145035554,Jul,2023,Antibiotic,Supplement,312
Central,CanineCare,764,534839.6659424732,Jul,2024,Vaccine,Antibiotic,482
North,VetCare Plus,600,348501.2515218513,Jul,2024,Vaccine,Medicine,444
Central,MediPet,268,117298.0741804167,May,2023,Supplement,Supplement,312
